INCIDENT NUMBER,EXPOSURE NUMBER,DISPATCH DATE,DISPATCH TIME,INCIDENT TYPE,INCIDENT DESCRIPTION,STREET NUMBER,STREET PREFIX,STREET NAME,STREET TYPE,STREET SUFFIX,FORMATTED STREET,CITY,STATE,ZIP,APARTMENT,CROSS STREET PREFIX,CROSS STREET NAME,CROSS STREET TYPE,CROSS STREET SUFFIX,RURAL,PROPERTY LOSS,CONTENTS LOSS,FIRE SERVICE FATALITY,FIRE SERVICE INJURY,CIVILIAN FATALITY,CIVILIAN INJURY,PROPERTY VALUE,CONTENTS VALUE,ALARMS,SUPPRESSION APPARATUS,SUPPRESSION PERSONNEL,EMS APPARATUS,EMS PERSONNEL,RESCUE APPARATUS,RESCUE PERSONNEL,OTHER APPARATUS,OTHER PERSONNEL,CONTROL DATE,CONTROL TIME,CLEAR DATE,CLEAR TIME,CAUSE OF IGNITION,CAUSE OF IGNITION DESCRIPTION ,GEOLOCATION
15-0001823,0,01/21/2015,14:45:36,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,14:54:34,,,
15-0001820,0,01/21/2015,14:07:55,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,14:20:26,,,
15-0001819,0,01/21/2015,14:06:22,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,14:34:49,,,
15-0001818,0,01/21/2015,14:00:10,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,14:16:53,,,
15-0001814,0,01/21/2015,13:13:05,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,13:26:51,,,
15-0001812,0,01/21/2015,12:48:33,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,13:00:15,,,
15-0001810,0,01/21/2015,12:19:17,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,12:40:24,,,
15-0001808,0,01/21/2015,11:53:52,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,12:16:52,,,
15-0001806,0,01/21/2015,11:44:51,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,12:03:52,,,
15-0001805,0,01/21/2015,11:44:26,300,"Rescue, EMS incident, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,11:55:48,,,
15-0001804,0,01/21/2015,11:31:25,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,11:45:07,,,
15-0001803,0,01/21/2015,11:26:38,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,11:46:20,,,
15-0001801,0,01/21/2015,10:55:29,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,11:14:28,,,
15-0001800,0,01/21/2015,10:49:07,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,11:03:20,,,
15-0001798,0,01/21/2015,10:30:27,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,10:41:38,,,
15-0001796,0,01/21/2015,10:18:01,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,10:29:20,,,
15-0001795,0,01/21/2015,10:08:36,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,10:30:43,,,
15-0001794,0,01/21/2015,10:04:59,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,10:29:20,,,
15-0001792,0,01/21/2015,09:27:05,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,09:45:59,,,
15-0001790,0,01/21/2015,09:08:27,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,09:20:08,,,
15-0001788,0,01/21/2015,08:50:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,09:00:56,,,
15-0001787,0,01/21/2015,08:11:23,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,,01/21/2015,08:37:12,,,
15-0001783,0,01/21/2015,04:47:12,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,,,01/21/2015,05:02:51,,,
15-0001781,0,01/21/2015,04:09:18,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,04:26:21,,,
15-0001779,0,01/21/2015,03:45:04,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,03:59:16,,,
15-0001793,0,01/21/2015,00:00:00,322,Motor vehicle accident with injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,,01/21/2015,10:24:57,,,
15-0001807,0,01/21/2015,00:00:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,11:57:57,,,
15-0001775,0,01/20/2015,23:53:58,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,00:20:56,,,
15-0001770,0,01/20/2015,22:44:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,,01/20/2015,22:57:35,,,
15-0001769,0,01/20/2015,22:25:35,661,"EMS call, party transported by non-fire agency",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,22:41:00,,,
15-0001768,0,01/20/2015,21:52:22,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,22:05:03,,,
15-0001767,0,01/20/2015,21:38:54,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,21:51:37,,,
15-0001765,0,01/20/2015,20:55:59,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,21:10:07,,,
15-0001764,0,01/20/2015,20:30:53,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,20:47:39,,,
15-0001763,0,01/20/2015,20:05:54,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,20:25:18,,,
15-0001760,0,01/20/2015,19:57:10,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,20:06:07,,,
15-0001759,0,01/20/2015,19:27:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,19:41:14,,,
15-0001758,0,01/20/2015,19:23:14,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,19:36:45,,,
15-0001757,0,01/20/2015,19:15:03,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,19:40:55,,,
15-0001756,0,01/20/2015,18:56:24,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,19:08:35,,,
15-0001755,0,01/20/2015,18:43:24,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,19:06:58,,,
15-0001753,0,01/20/2015,18:07:25,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,18:24:32,,,
15-0001752,0,01/20/2015,17:50:48,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,01/20/2015,18:16:34,,,
15-0001751,0,01/20/2015,17:03:40,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,17:24:12,,,
15-0001749,0,01/20/2015,16:51:06,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,17:09:59,,,
15-0001746,0,01/20/2015,16:09:18,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,16:28:40,,,
15-0001744,0,01/20/2015,15:47:59,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,16:05:16,,,
15-0001742,0,01/20/2015,15:28:33,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,15:59:17,,,
15-0001739,0,01/20/2015,14:52:18,661,"EMS call, party transported by non-fire agency",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,15:03:52,,,
15-0001737,0,01/20/2015,14:29:39,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,01/20/2015,14:33:05,01/20/2015,15:04:18,,,
15-0001735,0,01/20/2015,14:09:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,14:27:42,,,
15-0001734,0,01/20/2015,13:56:19,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,,,01/20/2015,14:00:50,,,
15-0001733,0,01/20/2015,13:55:40,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,14:09:27,,,
15-0001732,0,01/20/2015,13:36:41,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,13:59:26,,,
15-0001730,0,01/20/2015,13:01:55,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,01/20/2015,13:03:14,01/20/2015,13:13:56,,,
15-0001728,0,01/20/2015,12:48:55,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,13:11:29,,,
15-0001726,0,01/20/2015,12:42:56,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,12:54:56,,,
15-0001724,0,01/20/2015,11:57:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,01/20/2015,12:12:50,,,
15-0001723,0,01/20/2015,11:19:54,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,11:45:35,,,
15-0001722,0,01/20/2015,11:13:21,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,,01/20/2015,11:34:06,,,
15-0001721,0,01/20/2015,10:50:06,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,01/20/2015,10:59:32,01/20/2015,11:08:10,,,
15-0001720,0,01/20/2015,10:49:09,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,11:07:21,,,
15-0001717,0,01/20/2015,10:13:39,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,10:25:22,,,
15-0001715,0,01/20/2015,10:07:00,661,"EMS call, party transported by non-fire agency",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,10:20:44,,,
15-0001714,0,01/20/2015,09:33:55,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,09:55:51,,,
15-0001713,0,01/20/2015,09:15:33,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,09:30:23,,,
15-0001712,0,01/20/2015,09:07:39,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,09:31:27,,,
15-0001711,0,01/20/2015,08:51:03,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,09:29:18,,,
15-0001708,0,01/20/2015,08:34:51,661,"EMS call, party transported by non-fire agency",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,08:43:48,,,
15-0001707,0,01/20/2015,08:33:32,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,08:49:18,,,
15-0001706,0,01/20/2015,07:30:18,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,07:47:13,,,
15-0001705,0,01/20/2015,07:20:35,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,07:36:08,,,
15-0001704,0,01/20/2015,06:57:13,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,07:16:06,,,
15-0001703,0,01/20/2015,06:47:36,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,01/20/2015,07:01:57,,,
15-0001702,0,01/20/2015,06:40:16,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,07:00:46,,,
15-0001699,0,01/20/2015,05:11:57,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,01/20/2015,05:24:19,,,
15-0001696,0,01/20/2015,03:43:57,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,03:58:48,,,
15-0001695,0,01/20/2015,03:24:03,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,03:34:13,,,
15-0001694,0,01/20/2015,03:22:16,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,03:47:18,,,
15-0001621,0,01/19/2015,10:01:14,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,,,01/19/2015,10:30:25,,,
15-0001691,0,01/20/2015,00:03:56,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,,,01/20/2015,00:28:48,,,
15-0001729,0,01/20/2015,00:00:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/20/2015,13:14:01,,,
15-0001690,0,01/19/2015,23:53:56,353,Removal of victim(s) from stalled elevator,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,,,01/20/2015,00:08:12,,,
15-0001688,0,01/19/2015,23:02:22,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,01/19/2015,23:24:32,,,
15-0001686,0,01/19/2015,22:16:40,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,22:40:47,,,
15-0001684,0,01/19/2015,22:03:10,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,01/19/2015,22:39:12,,,
15-0001683,0,01/19/2015,21:58:05,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,22:29:18,,,
15-0001682,0,01/19/2015,21:54:24,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,22:03:27,,,
15-0001680,0,01/19/2015,20:30:43,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,20:50:25,,,
15-0001679,0,01/19/2015,20:15:04,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,20:26:44,,,
15-0001678,0,01/19/2015,20:13:37,322,Motor vehicle accident with injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,01/19/2015,20:50:31,,,
15-0001675,0,01/19/2015,19:56:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,20:11:28,,,
15-0001674,0,01/19/2015,19:46:16,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,20:05:52,,,
15-0001673,0,01/19/2015,19:41:11,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,,,01/19/2015,20:12:08,,,
15-0001672,0,01/19/2015,19:21:32,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,19:47:42,,,
15-0001671,0,01/19/2015,19:04:12,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,19:33:09,,,
15-0001666,0,01/19/2015,18:13:40,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,18:43:29,,,
15-0001664,0,01/19/2015,18:01:38,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,,01/19/2015,18:14:40,,,
15-0001663,0,01/19/2015,17:25:33,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,17:49:03,,,
15-0001659,0,01/19/2015,17:01:09,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,17:25:32,,,
15-0001658,0,01/19/2015,16:50:54,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,16:58:44,,,
15-0001656,0,01/19/2015,16:30:15,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,01/19/2015,16:59:10,,,
15-0001655,0,01/19/2015,16:28:25,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,16:39:17,,,
15-0001654,0,01/19/2015,16:13:42,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,,,01/19/2015,16:25:46,,,
15-0001651,0,01/19/2015,15:33:42,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,01/19/2015,15:48:22,,,
15-0001649,0,01/19/2015,15:20:35,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,15:48:04,,,
15-0001648,0,01/19/2015,15:04:19,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,15:17:33,,,
15-0001646,0,01/19/2015,14:35:27,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,,,01/19/2015,14:48:57,,,
15-0001645,0,01/19/2015,14:24:22,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,14:42:18,,,
15-0001644,0,01/19/2015,14:17:07,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,01/19/2015,14:41:25,,,
15-0001643,0,01/19/2015,14:15:46,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,15:01:15,,,
15-0001641,0,01/19/2015,14:13:58,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,01/19/2015,14:35:21,,,
15-0001640,0,01/19/2015,13:59:13,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,14:09:05,,,
15-0001639,0,01/19/2015,13:53:03,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,14:08:59,,,
15-0001638,0,01/19/2015,13:38:49,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,13:53:20,,,
15-0001634,0,01/19/2015,13:00:50,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,13:19:49,,,
15-0001632,0,01/19/2015,12:43:43,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,,,01/19/2015,13:05:28,,,
15-0001631,0,01/19/2015,12:36:57,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,12:46:37,,,
15-0001630,0,01/19/2015,12:21:15,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,12:34:48,,,
15-0001629,0,01/19/2015,12:21:05,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,12:34:16,,,
15-0001628,0,01/19/2015,12:07:24,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,12:27:12,,,
15-0001627,0,01/19/2015,12:04:05,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,01/19/2015,12:17:20,,,
15-0001625,0,01/19/2015,11:54:56,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,12:13:22,,,
15-0001624,0,01/19/2015,11:51:05,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,01/19/2015,12:16:44,,,
15-0001623,0,01/19/2015,11:47:10,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,11:56:02,,,
15-0001622,0,01/19/2015,11:03:28,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,11:32:21,,,
15-0001619,0,01/19/2015,09:26:05,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,09:33:41,,,
15-0001618,0,01/19/2015,08:54:17,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,7,0,0,0,0,,,01/19/2015,09:11:32,,,
